,_id,barcode,description,finalPrice,itemPrice,needsFetchReview,partnerItemId,preventTargetGapPoints,quantityPurchased,userFlaggedBarcode,userFlaggedNewItem,userFlaggedPrice,userFlaggedQuantity,needsFetchReviewReason,pointsNotAwardedReason,pointsPayerId,rewardsGroup,rewardsProductPartnerId,userFlaggedDescription,originalMetaBriteBarcode,originalMetaBriteDescription,brandCode,competitorRewardsGroup,discountedItemPrice,originalReceiptItemText,itemNumber,originalMetaBriteQuantityPurchased,pointsEarned,targetPrice,competitiveProduct,originalFinalPrice,originalMetaBriteItemPrice,deleted,priceAfterCoupon,metabriteCampaignId,receipt_id
945,945,044500341720,Hillshire Farm - Turkey Polska Kielbasa 13.00-oz,3.99,3.99,,1095,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,HILLSHIRE FARM,OSCAR MAYER SAUSAGE LINK,3.99,HILLS TRKY POLSKA KI,,,,,,,,,,,600373700a720f05f3000091
946,946,,Farmland Diced Ham,2.99,2.99,,1096,,1.0,,,,,,,,,,,,,,,2.99,HYV DICED COOKED HAM,,,,,,,,,,,600373700a720f05f3000091
947,947,,HYV EX SHARP CHEDDAR,2.79,2.79,,1097,,1.0,,,,,,,,,,,,,,,2.79,HYV EX SHARP CHEDDAR,,,,,,,,,,,600373700a720f05f3000091
948,948,024105590051,JST BR BNLS HND TRMD MNML PRCS SKNL CHCK WHL BRST FLT RFRG MLDD TRY 14 OZ,6.99,6.99,,1098,,1.0,,,,,,,,JUST BARE FRESH CHICKEN BREAST FILETS,559c2234e4b06aca36af13c6,,,,JUST BARE,,6.99,JUST BARE CKN BREAST,,,,,,,,,,JUST BARE FRESH CHICKEN BREAST FILETS,600373700a720f05f3000091
949,949,21251000000,Laura's Lean Beef Ground Beef 93% Lean & Natural,5.99,5.99,,1099,,1.0,,,,,,,,,,,,,LAURA'S LEAN BEEF,,5.99,LEAN GRND BF 93% 7%,,,,,,,,,,,600373700a720f05f3000091
950,950,,Blueberries,2.99,2.99,,1102,,1.0,,,,,,,,,,,,,,,2.99,BLUEBERRIES,,,,,,,,,,,600373700a720f05f3000091
951,951,4060,Broccoli,2.99,2.99,,1103,,1.0,,,,,,,,,,,,,,,2.99,BROCCOLI,,,,,,,,,,,600373700a720f05f3000091
952,952,,CAL ORG WHOLE CARTS,2.49,2.49,,1104,,1.0,,,,,,,,,,,,,CAL-ORGANIC FARMS,,2.49,CAL ORG WHOLE CARTS,,,,,,,,,,,600373700a720f05f3000091
953,953,048500052020,DL PNPL ORNG BNN FRZN CNCN CAN 48 OZ JC BLND 12 FL OZ,1.53,1.53,,1105,,1.0,,,,,,,,DOLE 100% FRUIT JUICES,559c2234e4b06aca36af13c6,,,,DOLE CHILLED FRUIT JUICES,,1.53,DOLE BANANAS,,,,,,,,,,DOLE 100% FRUIT JUICES,600373700a720f05f3000091
954,954,,DOLE ITALIAN BLEND,3.49,3.49,,1107,,1.0,,,,,,,,,,,,,DOLE,,3.49,DOLE ITALIAN BLEND,,,,,,,,,,,600373700a720f05f3000091
955,955,4069,Green Cabbage,2.05,2.05,,1108,,1.0,,,,,,,,,,,,,,,2.05,GREEN CABBAGE,,,,,,,,,,,600373700a720f05f3000091
956,956,,Leek,3.99,3.99,,1110,,1.0,,,,,,,,,,,,,,,3.99,LEEK,,,,,,,,,,,600373700a720f05f3000091
957,957,4093,Large Yellow Onions,1.82,1.82,,1111,,1.0,,,,,,,,,,,,,,,1.82,YELLOW ONIONS,,,,,,,,,,,600373700a720f05f3000091
958,958,,BAREFOOT PINOT NOIR,19.99,19.99,,1115,,1.0,,,,,,,,,,,,,,,19.99,BAREFOOT PINOT NOIR,,,,,,,,,,,600373700a720f05f3000091
959,959,,HYV 4% LRG CURD COTT,1.47,1.47,,1118,,1.0,,,,,,,,,,,,,,,1.47,HYV 4% LRG CURD COTT,,,,,,,,,,,600373700a720f05f3000091
960,960,036632037541,Light & Fit Greek Blackberry Yogurt,0.56,0.56,,1119,,1.0,,,,,,,,YOPLAIT GREEK YOGURT,5332f5f3e4b03c9a25efd0ae,,,,LIGHT & FIT GREEK,,0.56,HYV LF BLACKBERRY YO,,,,,True,,,,,,600373700a720f05f3000091
961,961,036632013095,Light & Fit Vanilla Yogurt,0.56,0.56,,1120,,1.0,,,,,,,,YOPLAIT YOGURT LIGHT,5332f5f3e4b03c9a25efd0ae,,,,LIGHT & FIT,,0.56,HYV LF LEMON YOGURT,,,,,True,,,,,,600373700a720f05f3000091
962,962,,HYV LF PEACH YOGURT,0.56,0.56,,1121,,1.0,,,,,,,,,,,,,LIGHT & FIT,,0.56,HYV LF PEACH YOGURT,,,,,,,,,,,600373700a720f05f3000091
963,963,,HVV F VAN LA YOGUR,0.56,0.56,,1122,,1.0,,,,,,,,,,,,,,,0.56,HVV F VAN LA YOGUR,,,,,,,,,,,600373700a720f05f3000091
964,964,,Unsalted Sweet Cream Butter,2.77,2.77,,1123,,1.0,,,,,,,,,,,,,,,2.77,HYV UNSLTD SWT BTR,,,,,,,,,,,600373700a720f05f3000091
965,965,,LUIGES DELUXE PIZZA,11.98,11.98,,1126,,2.0,,,,,,,,,,,,,,,11.98,LUIGES DELUXE PIZZA,,,,,,,,,,,600373700a720f05f3000091
966,966,,BUSHS HOT RED CHILI,1.59,1.59,,1130,,1.0,,,,,,,,,,,,,BUSH'S BEST,,1.59,BUSHS HOT RED CHILI,,,,,,,,,,,600373700a720f05f3000091
967,967,039400015031,Bush's Best Chili Beans - Kidney Beans in Mild Chili Sauce,1.59,1.59,,1131,,1.0,,,,,,,,BIRDS EYE STEAMFRESH PLAIN FROZEN VEGETABLES,5e825d64f221c312e698a62a,,,,BUSH'S BEST,,1.59,BUSHS MILD KIDNEY CH,,,,,True,,,,,,600373700a720f05f3000091
968,968,025500204215,Folgers Classic Roast Medium Caffeinated Coffee,14.98,14.98,,1139,,2.0,,,,,,,,SWISS MISS CAFÉ,5e825d64f221c312e698a62a,,,,FOLGERS,MAXWELL HOUSE GROUND COFFEE,14.98,FOLGERS CLASSIC ROAS,,,,,True,,,,,,600373700a720f05f3000091
969,969,084114111722,Kettle Brand Potato Chips - Buffalo Bleu,1.67,1.67,,1141,,1.0,,,,,,,,LAYS KETTLE COOKED MULTI SERVE,5332f5fbe4b03c9a25efd0ba,,,,KETTLE BRAND,,1.67,HYV KETTLE BUFFALO&B,,,,,True,,,,,,600373700a720f05f3000091
970,970,511111104537,KETTLE BRAND,3.69,3.69,,1143,,1.0,,,,,,,5a734034e4b0d58f376be874,,5a734034e4b0d58f376be874,,,,KETTLE BRAND,,3.69,HYV KETTLE CHIP ORIG,,,36.9,,False,,,,,,600373700a720f05f3000091
971,971,,HYV KETTLE PUB MUSTA,1.67,1.67,,1144,,1.0,,,,,,,,,,,,,,,1.67,HYV KETTLE PUB MUSTA,,,,,,,,,,,600373700a720f05f3000091
972,972,,HYV SEASONED CROUTON,1.79,1.79,,1146,,1.0,,,,,,,,,,,,,,,1.79,HYV SEASONED CROUTON,,,,,,,,,,,600373700a720f05f3000091
973,973,,KASHI GOFLOW CINN CR,3.77,3.77,,1147,,1.0,,,,,,,,,,,,,KASHI,,3.77,KASHI GOFLOW CINN CR,,,,,,,,,,,600373700a720f05f3000091
974,974,018627030010,Kashi Granola Bars - Chewy Honey Almond Flax,3.77,3.77,,1148,,1.0,,,,,,,,NATURE VALLEY CHEWY BARS,5332f5f3e4b03c9a25efd0ae,,,,KASHI,,3.77,KASHI GOPLAY HNY ALM,,,,,True,,,,,,600373700a720f05f3000091
975,975,041000004087,"Lipton Recipe Secrets Beefy Onion Recipe Soup & Dip Mix, 2 count, 2.2 oz",1.99,1.99,,1149,,1.0,,,,,,,5332f5f6e4b03c9a25efd0b4,LIPTON RECIPE SECRETS,5332f5f6e4b03c9a25efd0b4,,,,LIPTON,,1.99,LIPTON BEEFY ONION,,,19.9,,,,,,,LIPTON RECIPE SECRETS,600373700a720f05f3000091
976,976,058449450023,NTRS PTH FLX N OATS INST OAT ORGN BOX HOT CRL 14 OZ,3.99,3.99,,1152,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,NATURE'S PATH ORGANIC,,3.99,NATURES PATH OF OATS,,,,,,,,,,,600373700a720f05f3000091
977,977,,FRSH BNLS PORK LOIN,4.56,4.56,,1156,,1.0,,,,,,,,,,,,,,,4.56,FRSH BNLS PORK LOIN,,,,,,,,,,,600373700a720f05f3000091
978,978,044500341720,Hillshire Farm - Turkey Polska Kielbasa 13.00-oz,3.99,3.99,,1157,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,HILLSHIRE FARM,OSCAR MAYER SAUSAGE LINK,3.99,HILLS TRKY POLSKA KI,,,,,,,,,,,600373700a720f05f3000091
979,979,,HYV EXTRA SHARP CHDD,4.99,4.99,,1158,,1.0,,,,,,,,,,,,,,,4.99,HYV EXTRA SHARP CHDD,,,,,,,,,,,600373700a720f05f3000091
980,980,024105590051,JST BR BNLS HND TRMD MNML PRCS SKNL CHCK WHL BRST FLT RFRG MLDD TRY 14 OZ,6.99,6.99,,1159,,1.0,,,,,,,,JUST BARE FRESH CHICKEN BREAST FILETS,559c2234e4b06aca36af13c6,,,,JUST BARE,,6.99,JUST BARE CKN BREAST,,,,,,,,,,JUST BARE FRESH CHICKEN BREAST FILETS,600373700a720f05f3000091
981,981,021000604647,KRAFT Cheese - Pasteurized Prepared American Singles,3.29,3.29,,1160,,1.0,,,,,,,,SARGENTO SLICED NATURAL CHEESE 7OZ OR SMALLER,5e7cf838f221c312e698a628,,,,KRAFT,,3.29,KRAFT AMER SINGLES,,,,,True,,,,,KRAFT SINGLES,600373700a720f05f3000091
982,982,21251000000,Laura's Lean Beef Ground Beef 93% Lean & Natural,5.99,5.99,,1161,,1.0,,,,,,,,,,,,,LAURA'S LEAN BEEF,,5.99,LEAN GRND BF 93% 7%,,,,,,,,,,,600373700a720f05f3000091
983,983,071430010051,DL CRT ICBR PEA PD RDSH RD CBG RMN LTC VRY VG THRG WSHD LTC SLD BAG 11.9 OZ,3.49,3.49,,1164,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,DOLE,,3.49,DOLE VERY VEGGIE SLD,,,,,,,,,,,600373700a720f05f3000091
984,984,,GG KLONDIKE GOLDUST,3.99,3.99,,1165,,1.0,,,,,,,,,,,,,GREEN GIANT,,3.99,GG KLONDIKE GOLDUST,,,,,,,,,,,600373700a720f05f3000091
985,985,,Green Bell Peppers,0.77,0.77,,1166,,1.0,,,,,,,,,,,,,,,0.77,GREEN BELL PEPPERS,,,,,,,,,,,600373700a720f05f3000091
986,986,071146002487,CLB SNP CRSP BLCK PPR BKD 40 PCT LS FAT HRVS SNPS BAG 3.3 OZ,1.25,1.25,,1167,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,HARVEST SNAPS,,1.25,HRVST SNAPS BLACK PE,,,,,,,,,,,600373700a720f05f3000091
987,987,,Organic Baby Spinach,1.88,1.88,,1169,,1.0,,,,,,,,,,,,,,,1.88,JOSIES ORG BABY SPIN,,,,,,,,,,,600373700a720f05f3000091
988,988,,MONTEREY SLCD BABY B,2.50,2.50,,1170,,1.0,,,,,,,,,,,,,,,2.50,MONTEREY SLCD BABY B,,,,,,,,,,,600373700a720f05f3000091
989,989,,PINATA APPLES,0.88,0.88,,1172,,1.0,,,,,,,,,,,,,,,0.88,PINATA APPLES,,,,,,,,,,,600373700a720f05f3000091
990,990,,Flank Steak,12.99,12.99,,1176,,1.0,,,,,,,,,,,,,,,12.99,FSA 31191719064 OTC,,,,,,,,,,,600373700a720f05f3000091
991,991,,Flushable Wipes,11.99,11.99,,1179,,1.0,,,,,,,,,,,,,,,11.99,FSA 04902289613,,,,,,,,,,,600373700a720f05f3000091
992,992,,HY-VEE PREM DISTILLE,0.99,0.99,,1183,,1.0,,,,,,,,,,,,,,,0.99,HY-VEE PREM DISTILLE,,,,,,,,,,,600373700a720f05f3000091
993,993,,MISSION TORTILLA TRI,2.99,2.99,,1184,,1.0,,,,,,,,,,,,,MISSION,TACO BELL TACO SHELLS,2.99,MISSION TORTILLA TRI,,,,,,,,,,,600373700a720f05f3000091
994,994,511111001485,TOSTITOS,2.98,2.98,,1185,,1.0,,,,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,,5332f5fbe4b03c9a25efd0ba,,,,TOSTITOS,,2.98,TOSTITOS MED SALSA,,,,,False,,,,,,600373700a720f05f3000091
995,995,305731769135,Advil Ibuprofen Pain & Fever Liqui-gels Minis,4.99,4.99,,1188,,1.0,,,,,,,,ALEVE® LIQUID GELS,5d9b4f591dda2c6225a284aa,,,,ADVIL,,4.99,ADVIL IBUPROFEN LIQU,,,,,True,,,,,,600373700a720f05f3000091
996,996,,TC NCTN GUM 2MG MINT,26.99,26.99,,1189,,1.0,,,,,,,,,,,,,,,26.99,TC NCTN GUM 2MG MINT,,,,,,,,,,,600373700a720f05f3000091
997,997,048000007070,CHCK SEA SRDN WHL WTR CAN IN BOX 3.75 OZ,0.99,0.99,,1193,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,CHICKEN OF THE SEA,,0.99,COS SARDINES WATER,,,,,,,,,,,600373700a720f05f3000091
998,998,,OSCAR SARDINES 2LAY,3.34,3.34,,1194,,1.0,,,,,,,,,,,,,,,3.34,OSCAR SARDINES 2LAY,,,,,,,,,,,600373700a720f05f3000091
999,999,015300430594,Rice-A-Roni Rice Pilaf,2.38,2.38,,1195,,2.0,,,,,,,,KNORR SIDES,5332f5f6e4b03c9a25efd0b4,,,,RICE-A-RONI,,2.38,RICE A RONI RICE PIL,,,,,True,,,,,,600373700a720f05f3000091
1000,1000,,STARKIST CHUNK LT TU,0.92,0.92,,1197,,1.0,,,,,,,,,,,,,STARKIST,,0.92,STARKIST CHUNK LT TU,,,,,,,,,,,600373700a720f05f3000091
1001,1001,511111001485,TOSTITOS,3.99,3.99,,1198,,1.0,,,,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,,5332f5fbe4b03c9a25efd0ba,,,,TOSTITOS,,3.99,TOSTITOS MED SALSA,,,,,False,,,,,,600373700a720f05f3000091
1002,1002,009800300037,Tic Tac Cool Watermelon Gum,36.99,36.99,,1201,,1.0,,,,,,,,,,,,,TIC TAC,,36.99,TC NCTN GUM 2MG COOL,,,,,,,,,,,600373700a720f05f3000091
1003,1003,,PREV FRZN ALASKAN SO,15.67,15.67,,1204,,1.0,,,,,,,,,,,,,SO DELICIOUS,,15.67,PREV FRZN ALASKAN SO,,,,,,,,,,,600373700a720f05f3000091
1004,1004,,TC NCTN GUM 2MG MINT,26.99,26.99,,1208,,1.0,,,,,,,,,,,,,,,26.99,TC NCTN GUM 2MG MINT,,,,,,,,,,,600373700a720f05f3000091
1005,1005,,HYV SWT SMKD THICK,4.99,4.99,,1211,,1.0,,,,,,,,,,,,,,,4.99,HYV SWT SMKD THICK,,,,,,,,,,,600373700a720f05f3000091
1006,1006,014113910026,"Wonderful Roasted & Salted Pistachios, 16 oz",6.99,6.99,,1215,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,WONDERFUL,PLANTERS PISTACHIOS,6.99,WNDRFL RSTD&SALTED,,,,,,,,,,,600373700a720f05f3000091
1007,1007,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,9.20,9.20,,1216,,2.0,,,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,,,,BEN AND JERRYS,,9.20,BEN & JERRY' S CHUNKY MONKEY PINT,,,92.0,,,,,,,BEN AND JERRYS ICE CREAM,600373700a720f05f3000091
1008,1008,076840580750,Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz,24.15,24.15,,1219,,5.0,,,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,,,,BEN AND JERRYS,,24.15,BEN & JERRY' S CHUNKY MONKEY PINT,,,241.5,,,,,,,BEN AND JERRYS ICE CREAM,600373700a720f05f3000091
1009,1009,041000022623,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,1.82,1.82,,1222,,1.0,,,,,,,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,5332f5f6e4b03c9a25efd0b4,,,,KNORR,,1.82,KNORR CREAMY CHICKEN,,,18.2,,,,,,,KNORR SIDES,600373700a720f05f3000091
1010,1010,041000022623,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,17.00,17.00,,1225,,10.0,,,,,,,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,5332f5f6e4b03c9a25efd0b4,,,,KNORR,,17.00,KNORR CREAMY CHICKEN,,,170.0,,,,,,,KNORR SIDES,600373700a720f05f3000091
1011,1011,,KLARBRUNN 12PK 12 FL OZ,5.06,5.06,,1228,,2.0,,,,,,,,,,,,,,,5.06,KLARBRUNN 12PK 12 FL OZ,,,,,,,,,,,600373700a720f05f3000091
1012,1012,036000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,8.40,8.40,,1231,,2.0,,,,,,,550b2565e4b001d5e9e4146f,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",550b2565e4b001d5e9e4146f,,,,KLEENEX,,8.40,KLEENEX TRUSTED CARE FACIAL TISSUES,,,84.0,,,,,,,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",600373700a720f05f3000091
1013,1013,036000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,3.26,3.26,,1237,,1.0,,,,,,,550b2565e4b001d5e9e4146f,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",550b2565e4b001d5e9e4146f,,,,KLEENEX,,3.26,KLEENEX TRUSTED CARE FACIAL TISSUES,,,32.6,,,,,,,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",600373700a720f05f3000091
1014,1014,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,9.22,9.22,,1240,,2.0,,,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,,,,BEN AND JERRYS,,9.22,BEN & JERRY' S CHUNKY MONKEY PINT,,,92.2,,,,,,,BEN AND JERRYS ICE CREAM,600373700a720f05f3000091
1015,1015,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,4.20,4.20,,1243,,1.0,,,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,,,,BEN AND JERRYS,,4.20,BEN & JERRY' S CHUNKY MONKEY PINT,,,42.0,,,,,,,BEN AND JERRYS ICE CREAM,600373700a720f05f3000091
1016,1016,036000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,5.26,5.26,,1248,,2.0,,,,,,,550b2565e4b001d5e9e4146f,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",550b2565e4b001d5e9e4146f,,,,KLEENEX,,5.26,KLEENEX TRUSTED CARE FACIAL TISSUES,,,52.6,,,,,,,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",600373700a720f05f3000091
1017,1017,,KLARBRUNN 12PK 12 FL OZ,20.70,20.70,,1251,,6.0,,,,,,,,,,,,,,,20.70,KLARBRUNN 12PK 12 FL OZ,,,,,,,,,,,600373700a720f05f3000091
1018,1018,041000022623,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,5.16,5.16,,1254,,3.0,,,,,,,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,5332f5f6e4b03c9a25efd0b4,,,,KNORR,,5.16,KNORR CREAMY CHICKEN,,,51.6,,,,,,,KNORR SIDES,600373700a720f05f3000091
1019,1019,,"BORDEN 2% MILK, 1/2 GAL",7.46,7.46,,1261,,2.0,,,,,,,,,,,,,,,7.46,"BORDEN 2% MILK, 1/2 GAL",,,,,,,,,,,600373700a720f05f3000091
1020,1020,,KLEENEX TRUSTED CARE FACIAL TISSUES,2.02,2.02,,1264,,1.0,,,,,,,,,,,,,,,2.02,KLEENEX TRUSTED CARE FACIAL TISSUES,,,,,,,,,,,600373700a720f05f3000091
1021,1021,,KLEENEX TRUSTED CARE FACIAL TISSUES,4.42,4.42,,1267,,2.0,,,,,,,,,,,,,,,4.42,KLEENEX TRUSTED CARE FACIAL TISSUES,,,,,,,,,,,600373700a720f05f3000091
1022,1022,,"BORDEN 2% MILK, 1/2 GAL",3.76,3.76,,1270,,1.0,,,,,,,,,,,,,,,3.76,"BORDEN 2% MILK, 1/2 GAL",,,,,,,,,,,600373700a720f05f3000091
1023,1023,,EMIL' S SAUSAGE MUSHROOM PIZZA,13.86,13.86,,1273,,2.0,,,,,,,,,,,,,,,13.86,EMIL' S SAUSAGE MUSHROOM PIZZA,,,,,,,,,,,600373700a720f05f3000091
1024,1024,,"DORITOS NACHO CHEESE, 28.5 OZ",4.62,4.62,,1276,,1.0,,,,,,,,,,,,,,,4.62,"DORITOS NACHO CHEESE, 28.5 OZ",,,,,,,,,,,600373700a720f05f3000091
1025,1025,,KLARBRUNN 12PK 12 FL OZ,13.15,13.15,,1281,,5.0,,,,,,,,,,,,,,,13.15,KLARBRUNN 12PK 12 FL OZ,,,,,,,,,,,600373700a720f05f3000091
1026,1026,012000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,1.88,1.88,,1284,,2.0,,,,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,,,,PEPSI,,1.88,"PEPSI COLA, 12 OZ. CAN",,,,,,,,,,PEPSI 12 OZ 12 PACK,600373700a720f05f3000091
1027,1027,815473013279,Borden 2% Reduced Fat Milk,3.78,3.78,,1287,,1.0,,,,,,,,,,,,,BORDEN,,3.78,"BORDEN 2% MILK, 1/2 GAL",,,,,,,,,,,600373700a720f05f3000091
1028,1028,036000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,2.92,2.92,,1290,,1.0,,,,,,,550b2565e4b001d5e9e4146f,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",550b2565e4b001d5e9e4146f,,,,KLEENEX,,2.92,KLEENEX TRUSTED CARE FACIAL TISSUES,,,29.2,,,,,,,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",600373700a720f05f3000091
1029,1029,,KLARBRUNN 12PK 12 FL OZ,16.50,16.50,,1293,,5.0,,,,,,,,,,,,,,,16.50,KLARBRUNN 12PK 12 FL OZ,,,,,,,,,,,600373700a720f05f3000091
1030,1030,,"PEPSI COLA, 12 OZ. CAN",1.92,1.92,,1299,,2.0,,,,,,,,,,,,,,,1.92,"PEPSI COLA, 12 OZ. CAN",,,,,,,,,,,600373700a720f05f3000091
1031,1031,,"BORDEN 2% MILK, 1/2 GAL",9.06,9.06,,1302,,2.0,,,,,,,,,,,,,,,9.06,"BORDEN 2% MILK, 1/2 GAL",,,,,,,,,,,600373700a720f05f3000091
1032,1032,,EMIL' S SAUSAGE MUSHROOM PIZZA,13.88,13.88,,1305,,2.0,,,,,,,,,,,,,,,13.88,EMIL' S SAUSAGE MUSHROOM PIZZA,,,,,,,,,,,600373700a720f05f3000091
1033,1033,,KNORR CREAMY CHICKEN,8.25,8.25,,1308,,5.0,,,,,,,,,,,,,,,8.25,KNORR CREAMY CHICKEN,,,,,,,,,,,600373700a720f05f3000091
1034,1034,,"BORDEN 2% MILK, 1/2 GAL",3.73,3.73,,1311,,1.0,,,,,,,,,,,,,,,3.73,"BORDEN 2% MILK, 1/2 GAL",,,,,,,,,,,600373700a720f05f3000091
1035,1035,,KLARBRUNN 12PK 12 FL OZ,13.68,13.68,,1314,,6.0,,,,,,,,,,,,,,,13.68,KLARBRUNN 12PK 12 FL OZ,,,,,,,,,,,600373700a720f05f3000091
1036,1036,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,17.36,17.36,,1320,,4.0,,,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,,,,BEN AND JERRYS,,17.36,BEN & JERRY' S CHUNKY MONKEY PINT,,,173.6,,,,,,,BEN AND JERRYS ICE CREAM,600373700a720f05f3000091
1037,1037,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,9.22,9.22,,1323,,2.0,,,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,,,,BEN AND JERRYS,,9.22,BEN & JERRY' S CHUNKY MONKEY PINT,,,92.2,,,,,,,BEN AND JERRYS ICE CREAM,600373700a720f05f3000091
1038,1038,815473013279,Borden 2% Reduced Fat Milk,7.02,7.02,,1326,,2.0,,,,,,,,,,,,,BORDEN,,7.02,"BORDEN 2% MILK, 1/2 GAL",,,,,,,,,,,600373700a720f05f3000091
1039,1039,,EMIL' S SAUSAGE MUSHROOM PIZZ.A,13.30,13.30,,1329,,2.0,,,,,,,,,,,,,,,13.30,EMIL' S SAUSAGE MUSHROOM PIZZ.A,,,,,,,,,,,600373700a720f05f3000091
1040,1040,028400642033,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,4.15,4.15,,1332,,1.0,,,,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,5332f5fbe4b03c9a25efd0ba,,,,DORITOS,,4.15,"DORITOS NACHO CHEESE, 28.5 OZ",,,,,,,,,,DORITOS NACHO CHEESE MULTI SERVE,600373700a720f05f3000091
1041,1041,,EMIL' S SAUSAGE MUSHROOM PIZZA,13.66,13.66,,1335,,2.0,,,,,,,,,,,,,,,13.66,EMIL' S SAUSAGE MUSHROOM PIZZA,,,,,,,,,,,600373700a720f05f3000091
1042,1042,,HYV GRADE A X LRG EG,1.29,1.29,,1022,,1.0,,,,,,,,,,,,,HY-VEE,,1.29,HYV GRADE A X LRG EG,,,,,,,,,,,60023e8f0a720f05f300008b
1043,1043,,HYV LF BLUEBERRY YOG,0.54,0.54,,1023,,1.0,,,,,,,,,,,,,HY-VEE,,0.54,HYV LF BLUEBERRY YOG,,,,,,,,,,,60023e8f0a720f05f300008b
1044,1044,036632011077,Light & Fit Greek Crunch Key Lime Pie Yogurt,0.54,0.54,,1024,,1.0,,,,,,,,YOPLAIT GREEK YOGURT,5332f5f3e4b03c9a25efd0ae,,,,LIGHT & FIT GREEK,,0.54,HYV LF KEY LIME PIE,,,,,True,,,,,,60023e8f0a720f05f300008b
1045,1045,,HYV LF PEACH YOGURT,0.54,0.54,,1025,,1.0,,,,,,,,,,,,,HY-VEE,,0.54,HYV LF PEACH YOGURT,,,,,,,,,,,60023e8f0a720f05f300008b
1046,1046,,HYV LF VANILLA YOGUR,0.54,0.54,,1026,,1.0,,,,,,,,,,,,,HY-VEE,,0.54,HYV LF VANILLA YOGUR,,,,,,,,,,,60023e8f0a720f05f300008b
